,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor,height_state,中,低,高,东北向,东南向,东向,东西向,北向,南北向,南向,西北向,西南向,西向,万家湾,光华,八宝街,内光华,内金沙,外光华,外金沙,天府广场,府南新区,杜甫草堂,浣花小区,石人小区,苏坡,草市街,西南财大,贝森,长顺街,顺城街,骡马市
4494,紫御熙庭,138.64,中,南北向,2018,395.0,28491,4,2,11,光华,紫御熙庭,28491.05597230237,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,融创观玺台,138.6,中,南北向,2018,469.0,33838,4,2,11,内光华,西货站路207号(青羊万达旁),33838.38383838384,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,中大君悦金沙六期,138.6,高,东向,2012,369.0,26623,3,2,24,内金沙,中大君悦金沙六期金祥路58号,26623.376623376626,18.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,融创观玺台,138.6,中,南北向,2018,395.0,28499,4,2,11,内光华,西货站路207号(青羊万达旁),28499.2784992785,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,融创观玺台,138.6,中,南北向,2018,469.0,33838,4,2,11,内光华,西货站路207号(青羊万达旁),33838.38383838384,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,融创观玺台,138.6,中,南北向,2018,469.0,33838,4,2,11,内光华,西货站路207号(青羊万达旁),33838.38383838384,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,龙景花园,138.71,中,南向,2006,430.0,30999,3,2,5,浣花小区,百卉路21号,30999.9279071444,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,龙景花园,138.71,高,南向,2006,430.0,30999,3,2,5,浣花小区,龙景花园百卉路21号,30999.9279071444,3.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
574,龙景花园,138.71,中,南向,2006,430.0,30999,3,2,5,浣花小区,百卉路21号,30999.9279071444,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2641,长顺上街251号院,138.88,低,西南向,2015,498.0,35858,3,2,18,长顺街,长顺上街251号,35858.29493087558,4.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
766,天祥广场,138.89,中,南向,2014,300.0,21599,3,2,27,内光华,二环路西一段155号(光华村街2号),21599.82720138239,13.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,金沙西园二期,138.9,中,西南向,2009,372.0,26781,4,2,6,内金沙,金沙西园二期金阳路121号,26781.857451403885,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4518,远洋朗基香汇,138.0,中,东南向,2015,298.0,21594,3,2,14,内光华,光华南一路255号(树德中学光华校区旁),21594.202898550724,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,远洋朗基香汇,138.0,高,南向,2015,351.0,25434,4,1,1,内光华,光华南一路255号(树德中学光华校区旁),25434.782608695656,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,远洋朗基香汇,138.0,低,南向,2020,351.9,25500,4,2,5,内光华,光华南一路255号(树德中学光华校区旁),25500.0,1.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,蜀风花园城一期,138.0,中,西南向,2005,299.9,21731,3,2,6,内金沙,蜀风花园城一期金沙遗址路8号,21731.884057971012,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,远洋朗基香汇,138.0,高,南向,2015,351.0,25434,4,1,1,内光华,光华南一路255号(树德中学光华校区旁),25434.782608695656,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,远洋朗基香汇,138.0,中,东南向,2015,298.0,21594,3,2,14,内光华,光华南一路255号(树德中学光华校区旁),21594.202898550724,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,瑞景光华,139.05,高,南向,2015,389.34,28000,3,1,12,内光华,瑞星路99号,27999.999999999993,9.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,瑞景光华,139.05,高,南向,2015,389.34,28000,3,1,12,内光华,瑞星路99号,27999.999999999993,9.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,广厦公寓,139.5,中,南向,1997,138.0,9892,3,2,9,石人小区,石人北路51号,9892.47311827957,4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,中大君悦金沙一期,139.65,高,南向,2008,310.0,22198,3,2,18,内金沙,中大君悦金沙一期蜀辉路19号,22198.353025420693,13.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,龙景花园,139.76,中,南向,2006,430.0,30767,3,2,5,浣花小区,龙景花园百卉路21号,30767.02919290212,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1328,成都花园上城,139.76,低,北向,2009,308.0,22037,3,2,22,贝森,成都花园上城家园南街1号,22037.779049799658,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,清河阳光,139.7,高,东向,2010,208.0,14889,3,1,18,外光华,月华路23号,14889.047959914104,13.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,清河阳光,139.7,低,东北向,2010,225.0,16105,3,2,18,外光华,月华路23号,16105.941302791698,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,金沙顺苑,139.97,低,南向,2005,265.0,18932,3,2,11,内金沙,金沙顺苑金鹏街29号,18932.628420375793,2.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,优品道一期,139.98,低,南向,2006,420.0,30004,3,2,9,贝森,青羊大道99号,30004.28632661809,2.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3606,二十一世纪花园二期,139.0,中,南向,2015,228.0,16402,4,2,7,贝森,苏坡东路27号,16402.877697841726,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4670,西城花园,140.16,高,东向,2005,219.0,15625,3,2,3,贝森,西城花园青羊大道18号,15625.0,2.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1854,成都花园上城,140.38,中,南北向,2005,368.0,26214,3,2,22,贝森,家园南街1号,26214.560478700674,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1656,成都花园上城,140.38,中,南北向,2005,368.0,26214,3,2,22,贝森,家园南街1号,26214.560478700674,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2792,成都花园上城,140.38,中,南北向,2005,368.0,26214,3,2,22,贝森,家园南街1号,26214.560478700674,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2553,成都花园上城,140.38,中,南北向,2005,368.0,26214,3,2,22,贝森,家园南街1号,26214.560478700674,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2316,保利贝森公馆,140.69,中,南向,2013,450.0,31985,3,2,29,贝森,青羊区贝森路36号,31985.215722510482,14.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,龙湖翠微清波A区,140.71,中,东西向,2008,315.0,22386,3,2,14,外金沙,金福路419号,22386.468623409848,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,龙湖翠微清波A区,140.71,中,东西向,2008,315.0,22386,3,2,14,外金沙,金福路419号,22386.468623409848,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3802,铸信境界,140.72,低,东南向,2009,235.0,16699,3,2,27,贝森,贝森路323号,16699.82944855031,6.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3930,铸信境界,140.72,低,东南向,2009,235.0,16699,3,2,27,贝森,贝森路323号,16699.82944855031,6.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1970,蜀风花园城一期,140.78,中,南向,2003,275.0,19534,3,2,5,内金沙,蜀风花园城一期金沙遗址路8号,19534.024719420373,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,龙湖翠微清波B区,140.86,高,西南向,2015,335.0,23782,3,2,18,外金沙,金福路428号,23782.479057219934,13.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,铸信境界,140.92,中,北向,2009,299.0,21217,4,2,28,贝森,铸信境界贝森路323号,21217.712177121775,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2566,铸信境界,140.92,中,北向,2009,299.0,21217,4,2,28,贝森,铸信境界贝森路323号,21217.712177121775,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2416,祥域,140.98,中,西南向,2009,330.0,23407,3,2,26,内金沙,金凤路1号(金沙车站附近),23407.575542630162,13.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,成都花园翠雍华庭,140.0,低,南北向,2003,268.0,19142,3,2,22,贝森,青羊大道8号,19142.857142857145,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4098,成都花园望郡,140.0,低,南北向,2005,260.0,18571,3,2,11,贝森,青羊大道8号附3,18571.428571428572,2.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1558,西子香荷,141.01,高,南北向,2010,388.0,27515,4,2,32,内光华,西子香荷琼楼路99号,27515.779022764345,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,西子香荷,141.01,高,南北向,2010,388.0,27515,4,2,32,内光华,西子香荷琼楼路99号,27515.779022764345,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,中铁西城,141.02,中,南北向,2010,380.0,26946,4,2,32,万家湾,光华大道一段398号,26946.532406750815,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,中铁西城,141.02,中,南北向,2010,380.0,26946,4,2,32,万家湾,光华大道一段398号,26946.532406750815,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,西子香荷,141.02,中,南北向,2010,380.0,26946,4,2,32,内光华,西子香荷琼楼路99号,26946.532406750815,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,中铁西城,141.02,中,南北向,2010,380.0,26946,4,2,32,万家湾,光华大道一段398号,26946.532406750815,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4441,釜山国际城市公馆,141.55,低,东向,2015,292.0,20628,3,2,32,天府广场,上池正街28号,20628.75309078064,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,成都花园望郡,141.77,中,西向,2005,315.0,22219,3,2,11,贝森,青羊大道8号附3,22219.087254002963,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
854,成都花园望郡,141.77,中,西向,2005,315.0,22219,3,2,11,贝森,青羊大道8号附3,22219.087254002963,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3746,祥域,141.8,低,南向,2009,258.0,18194,3,2,33,内金沙,祥域金凤路1号(金沙车站附近),18194.640338504934,8.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,华府金沙,141.97,高,南向,2008,390.0,27470,3,2,32,内金沙,蜀源路1号(金沙西单商场旁),27470.59237867155,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,华府金沙,141.97,低,西北向,2008,310.0,21835,4,2,32,内金沙,华府金沙蜀源路1号(金沙西单商场旁),21835.599070226104,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,蜀风花园城一期,141.99,高,东北向,2004,300.0,21128,4,2,6,内金沙,蜀风花园城一期金沙遗址路8号,21128.248468201986,4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,祥域,141.0,低,南向,2008,333.0,23617,3,2,28,内金沙,祥域金凤路1号(金沙车站附近),23617.021276595748,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,西城花园,141.0,中,南北向,2003,218.0,15460,3,2,7,贝森,青羊大道18号,15460.99290780142,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3781,祥域,141.0,低,南向,2008,333.0,23617,3,2,28,内金沙,祥域金凤路1号(金沙车站附近),23617.021276595748,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,华府金沙,141.0,中,南向,2008,380.0,26950,3,2,32,内金沙,蜀源路1号(金沙西单商场旁),26950.354609929076,16.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,保利贝森公馆,142.12,高,南向,2013,460.0,32367,3,1,29,贝森,保利贝森公馆青羊区贝森路36号,32367.013791162397,21.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,优品道二期,142.14,高,南向,2007,478.0,33628,3,2,11,贝森,优品道二期青羊大道99号,33628.81665963135,8.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
869,长城园,142.1,低,东南向,2001,380.0,26741,3,2,18,天府广场,小南街69号,26741.73117522871,4.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1530,凯德风尚,142.24,高,南北向,2014,380.0,26715,2,2,18,万家湾,苏坡中路8号,26715.410573678288,13.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,凯德风尚,142.24,高,南北向,2014,380.0,26715,2,2,18,万家湾,苏坡中路8号,26715.410573678288,13.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,天韵金沙,142.24,中,东南向,2006,370.0,26012,4,2,5,内金沙,天韵金沙金阳路30号,26012.37345331833,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,碧华邻,142.26,低,西向,2007,350.0,24602,3,2,18,内光华,东坡北三路99号,24602.839870659358,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,碧华邻,142.26,低,西向,2007,350.0,24602,3,2,18,内光华,东坡北三路99号,24602.839870659358,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,碧华邻,142.26,低,西向,2007,350.0,24602,3,2,18,内光华,东坡北三路99号,24602.839870659358,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,君平街127号院,142.41,中,南向,2015,256.0,17976,3,2,7,天府广场,君平街127号,17976.26571167755,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3972,君平街127号院,142.41,中,南向,2015,256.0,17976,3,2,7,天府广场,君平街127号,17976.26571167755,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4088,君平街127号院,142.41,中,南向,2015,256.0,17976,3,2,7,天府广场,君平街127号,17976.26571167755,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3732,君平街127号院,142.41,中,南向,2015,256.0,17976,3,2,7,天府广场,君平街127号,17976.26571167755,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1663,优品道一期,142.41,低,南向,2014,408.0,28649,3,2,9,贝森,青羊大道99号,28649.673477986096,2.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3784,卧龙晓城,142.52,低,南向,2015,225.0,15787,3,1,10,贝森,青羊大道288号,15787.257928711757,2.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3404,六月花苑,142.55,高,南向,2015,438.0,30726,3,2,4,浣花小区,望仙场街39号,30726.061031217116,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241,清水路苑,142.65,中,北向,2012,205.0,14370,4,2,18,苏坡,武青北路西货站路312号,14370.837714686295,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1866,清水路苑,142.65,中,北向,2012,205.0,14370,4,2,18,苏坡,武青北路西货站路312号,14370.837714686295,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2970,清水路苑,142.65,中,北向,2012,205.0,14370,4,2,18,苏坡,武青北路西货站路312号,14370.837714686295,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2486,清水路苑,142.65,中,北向,2012,205.0,14370,4,2,18,苏坡,武青北路西货站路312号,14370.837714686295,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3580,天韵金沙,142.73,低,南北向,2006,360.0,25222,3,2,5,内金沙,天韵金沙金阳路30号,25222.447978701042,1.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529,天韵金沙,142.73,低,南北向,2006,360.0,25222,3,2,5,内金沙,天韵金沙金阳路30号,25222.447978701042,1.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,成都花园翠雍华庭,142.77,中,东西向,2015,330.0,23114,3,2,10,贝森,青羊大道8号,23114.09960075646,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3351,海宁西苑,142.7,中,南向,2000,320.0,22424,3,2,18,贝森,海宁西苑贝双街3号(贝双街与贝森南路交叉),22424.667133847237,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2400,二十一世纪花园四期,142.98,低,南向,2015,238.0,16645,3,2,7,贝森,贝双街111号,16645.684711148413,1.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1822,凯德风尚,142.0,高,东南向,2012,396.0,27887,4,1,19,万家湾,苏坡中路8号,27887.32394366197,14.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,凯德风尚,142.0,高,东南向,2012,396.0,27887,4,1,19,万家湾,苏坡中路8号,27887.32394366197,14.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,童子街庭苑,142.0,高,南北向,2008,330.0,23239,3,2,23,顺城街,童子街29号,23239.43661971831,17.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4379,华府金沙,142.0,中,西向,2007,344.0,24225,3,2,33,内金沙,华府金沙蜀源路1号(金沙西单商场旁),24225.352112676053,16.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,清水路苑,142.0,低,北向,2012,200.0,14084,4,2,18,苏坡,武青北路西货站路312号,14084.507042253521,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
646,凯德风尚,142.0,高,东南向,2012,396.0,27887,4,1,19,万家湾,苏坡中路8号,27887.32394366197,14.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,西子香荷,142.0,低,南向,2010,379.0,26690,4,1,33,内光华,琼楼路99号,26690.140845070426,8.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,成都花园翠雍华庭,142.0,低,南北向,2003,246.0,17323,3,2,22,贝森,青羊大道8号,17323.94366197183,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2675,清水路苑,142.0,中,北向,2012,198.0,13943,4,2,18,苏坡,武青北路西货站路312号,13943.661971830985,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4691,清水路苑,142.0,低,北向,2012,200.0,14084,4,2,18,苏坡,武青北路西货站路312号,14084.507042253521,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3988,清水路苑,142.0,低,北向,2012,200.0,14084,4,2,18,苏坡,武青北路西货站路312号,14084.507042253521,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4621,成都花园望郡,142.0,低,北向,2005,258.0,18169,3,2,11,贝森,青羊大道8号附3,18169.014084507042,2.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4600,童子街庭苑,142.0,高,南北向,2008,330.0,23239,3,2,23,顺城街,童子街29号,23239.43661971831,17.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4003,天韵金沙榕苑,143.16,中,南北向,2015,415.0,28988,3,2,5,内金沙,金阳路30号,28988.544286113443,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,天韵金沙榕苑,143.16,中,南北向,2015,415.0,28988,3,2,5,内金沙,金阳路30号,28988.544286113443,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,天韵金沙榕苑,143.16,中,南北向,2015,415.0,28988,3,2,5,内金沙,金阳路30号,28988.544286113443,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,成都花园翠雍华庭,143.1,高,东西向,2002,285.0,19916,3,2,10,贝森,成都花园翠雍华庭青羊大道8号,19916.142557651994,7.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,天合凯旋城,143.24,低,东南向,2008,520.0,36302,3,2,31,贝森,天合凯旋城瑞联路66号,36302.70874057526,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4292,天韵金沙,143.2,高,东向,2006,356.0,24860,3,2,5,内金沙,天韵金沙金阳路30号,24860.33519553073,3.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,香榭名苑,143.3,低,南北向,2014,277.5,19364,3,2,11,府南新区,同善桥南街9号,19364.96859734822,2.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
