,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor,height_state,中,低,高,东北向,东南向,东向,东西向,北向,南北向,南向,西北向,西南向,西向,万家湾,光华,八宝街,内光华,内金沙,外光华,外金沙,天府广场,府南新区,杜甫草堂,浣花小区,石人小区,苏坡,草市街,西南财大,贝森,长顺街,顺城街,骡马市
3096,天邑花园,100.11,中,东向,2014,179.0,17880,2,1,15,西南财大,二环路西一段99号,17880.331635201277,7.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4679,天邑花园,100.11,高,南北向,2006,197.0,19678,2,1,15,西南财大,二环路西一段99号,19678.353810808112,11.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1104,东珠市街9号院,100.28,中,东南向,2014,135.0,13462,3,1,7,草市街,东珠市街9号,13462.305544475468,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2950,东珠市街9号院,100.28,中,东南向,2014,135.0,13462,3,1,7,草市街,东珠市街9号,13462.305544475468,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2053,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2902,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
720,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2294,金沙柏林郡,100.56,高,东南向,2013,164.0,16308,3,2,26,外金沙,清波路7号(三环路西四段),16308.671439936355,19.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
485,蓝光凯丽美域,100.62,低,东南向,2010,290.0,28821,3,2,31,内金沙,蓝光凯丽美域金祥路55号,28821.307891075332,7.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805,15.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805,15.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805,15.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3541,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3488,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2991,汇厦花园,100.76,中,东南向,2005,210.0,20841,3,2,11,杜甫草堂,草堂北支路56号,20841.603811036126,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2645,汇厦花园,100.76,中,东南向,2005,210.0,20841,3,2,11,杜甫草堂,草堂北支路56号,20841.603811036126,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,汇厦少城,100.7,中,西南向,2014,365.0,36246,3,1,39,天府广场,文庙西街,36246.27606752731,19.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,汇厦少城,100.7,中,西南向,2014,365.0,36246,3,1,39,天府广场,文庙西街,36246.27606752731,19.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2784,恒大广场,101.11,高,南向,2015,300.0,29670,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),29670.655721491443,39.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4696,二十一世纪花园二期,101.16,中,西向,2003,180.0,17793,3,1,7,贝森,苏坡东路27号,17793.59430604982,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207,汇厦少城,101.23,高,东南向,2014,300.0,29635,3,2,39,天府广场,文庙西街,29635.483552306625,29.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,汇厦少城,101.23,高,东南向,2014,300.0,29635,3,2,39,天府广场,文庙西街,29635.483552306625,29.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169,东胜街5号院,101.27,中,南向,2015,220.0,21724,4,1,6,天府广场,东胜街5号(近庄森大厦),21724.10388071492,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,东胜街5号院,101.27,中,南向,2015,220.0,21724,4,1,6,天府广场,东胜街5号(近庄森大厦),21724.10388071492,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4044,二十一世纪花园一期,101.2,低,西向,2003,184.0,18181,3,1,7,贝森,苏坡东路27号,18181.81818181818,1.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
88,荣富西城尚锦,101.2,低,南向,2015,290.0,28656,4,1,22,外光华,荣富西城尚锦,28656.126482213436,5.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,二十一世纪花园二期,101.35,低,西向,2015,192.0,18944,3,2,7,贝森,苏坡东路27号,18944.252590034535,1.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3530,锦秀民居,101.3,低,南向,2000,135.0,13326,2,2,7,府南新区,锦屏路97号,13326.75222112537,1.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2795,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2089,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,中大君悦金沙九期,101.49,高,西南向,2016,242.0,23844,3,2,32,内金沙,中大君悦金沙九期,23844.71376490295,24.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2736,锦都,101.74,低,南向,2017,356.0,34991,4,2,25,顺城街,通惠门路3号,34991.15392176135,6.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2785,香格里拉花园,101.76,高,南北向,2002,240.0,23584,3,2,11,贝森,清江中路65号,23584.905660377357,8.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2252,香格里拉花园,101.76,高,南北向,2002,240.0,23584,3,2,11,贝森,清江中路65号,23584.905660377357,8.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3929,华府金沙名城,101.0,中,南北向,2015,223.0,22079,3,2,23,外金沙,金凤路2号,22079.20792079208,11.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,金沙西园二期,101.0,中,东南向,2006,256.0,25346,3,2,6,内金沙,金阳路121号,25346.534653465347,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,金沙西园二期,101.0,中,东南向,2006,256.0,25346,3,2,6,内金沙,金阳路121号,25346.534653465347,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,学府春,101.0,低,南向,2005,150.0,14851,3,1,9,内光华,光华村街58号,14851.485148514852,2.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,金沙愉景一期,101.0,中,南北向,2009,155.0,15346,3,1,18,外金沙,清波路390号,15346.534653465347,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3097,横四道街2号院,101.0,中,东南向,2015,186.0,18415,2,1,7,顺城街,横四道街2号,18415.841584158417,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3692,华府金沙名城,101.0,中,南北向,2015,223.0,22079,3,2,23,外金沙,金凤路2号,22079.20792079208,11.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3074,横四道街2号院,101.0,中,东南向,2015,186.0,18415,2,1,7,顺城街,横四道街2号,18415.841584158417,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3618,中大君悦金沙一期,101.0,中,西南向,2020,245.0,24257,3,2,34,内金沙,蜀辉路19号,24257.425742574258,17.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,太行瑞宏朗诗金沙城,102.17,高,西南向,2015,218.0,21336,3,1,19,外金沙,百仁生态区内(三环路西四段),21336.98737398454,14.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
767,长虹和悦府,102.19,中,北向,2015,235.0,22996,3,2,20,万家湾,光华北一路527号,22996.379293472943,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346,16.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3313,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346,16.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3496,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346,16.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2670,78号观邸,102.35,低,南向,2015,240.0,23448,3,1,32,天府广场,锦里西路78号,23448.94968246214,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3447,78号观邸,102.35,中,南北向,2007,199.0,19443,3,2,32,天府广场,锦里西路78号,19443.087445041525,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3830,78号观邸,102.35,中,南北向,2007,199.0,19443,3,2,32,天府广场,锦里西路78号,19443.087445041525,16.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4712,新世界丽晶花园,102.4,中,东南向,2003,210.0,20507,3,2,12,长顺街,实业街59号,20507.8125,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1512,长虹和悦府,102.4,低,东向,2015,230.0,22460,3,2,20,万家湾,光华北一路527号,22460.9375,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,香格里拉花园,102.63,低,北向,2015,215.0,20949,3,2,11,贝森,清江中路65号,20949.040241644747,2.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1069,贝森园,102.77,高,南向,2000,99.0,9633,3,1,7,贝森,贝森路336号,9633.161428432422,5.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3174,贝森园,102.77,高,南向,2000,99.0,9633,3,1,7,贝森,贝森路336号,9633.161428432422,5.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2489,金沙西园二期,102.84,低,西南向,2006,288.0,28004,3,1,6,内金沙,金沙西园二期金阳路121号,28004.667444574097,1.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,金沙西园二期,102.84,低,西南向,2006,288.0,28004,3,1,6,内金沙,金沙西园二期金阳路121号,28004.667444574097,1.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,齐力花园,102.8,高,南北向,2002,200.0,19455,2,2,6,外光华,青羊大道318号,19455.252918287937,4.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,金沙城锦澜阁公寓,102.0,中,西北向,2018,245.0,24019,3,2,20,外金沙,百瑞二路338号,24019.607843137255,10.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3527,建发金沙里,102.0,低,西南向,2020,308.0,30196,3,2,33,内金沙,建发金沙里蜀辉路588号,30196.07843137255,8.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136,5.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4580,中大君悦金沙九期,102.0,高,南北向,2016,233.0,22843,3,2,32,内金沙,蜀采路69号(金沙紫荆电影院西侧),22843.137254901958,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,富力中心,102.0,高,南向,2015,163.0,15980,2,1,1,顺城街,顺城大街289号,15980.392156862747,0.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4270,中大君悦金沙九期,102.0,高,南北向,2016,233.0,22843,3,2,32,内金沙,蜀采路69号(金沙紫荆电影院西侧),22843.137254901958,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,光华锦苑,102.0,高,南向,2013,230.0,22549,3,2,22,万家湾,光华北六路216号,22549.019607843136,16.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136,5.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1761,中大君悦金沙九期,102.0,高,南北向,2000,185.0,18137,3,2,7,内金沙,中大君悦金沙九期,18137.254901960783,5.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4721,世纪金沙一期,102.0,中,南向,2009,255.0,25000,3,2,11,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),25000.0,5.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136,5.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1531,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025,39.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1364,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025,39.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1424,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025,39.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1673,禾嘉花园,103.11,中,西向,2000,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4640,禾嘉花园,103.11,高,南北向,2000,188.0,18232,2,2,5,浣花小区,大石西路80号,18232.955096498885,3.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4484,禾嘉花园,103.11,低,西向,2001,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579,1.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2531,禾嘉花园,103.11,中,西向,2000,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3695,禾嘉花园,103.11,高,南北向,2000,188.0,18232,2,2,5,浣花小区,大石西路80号,18232.955096498885,3.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3327,禾嘉花园,103.11,低,西向,2001,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579,1.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,光华美邻,103.27,高,东北向,2007,275.0,26629,3,2,18,内光华,瑞星路89号,26629.224363319456,13.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,光华美邻,103.27,高,东北向,2007,275.0,26629,3,2,18,内光华,瑞星路89号,26629.224363319456,13.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,金沙西园三期,103.2,高,南向,2005,248.0,24031,3,2,6,内金沙,金阳路112号,24031.00775193798,4.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,长虹和悦府,103.34,高,西向,2015,208.0,20127,3,2,20,万家湾,光华北一路527号,20127.73369460035,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,长顺上街251号院,103.42,中,南向,2015,365.0,35292,2,1,18,长顺街,长顺上街251号,35292.9800812222,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,实业街19号院,103.42,中,南向,1994,365.0,35292,2,1,18,长顺街,实业街19号,35292.9800812222,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1952,卧龙晓城,103.46,中,南向,2015,143.0,13821,2,2,6,贝森,青羊大道288号,13821.766866421807,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3076,上河新城,103.71,高,西北向,2005,139.6,13460,3,1,9,草市街,大安西路58号,13460.611320027,6.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1935,上河新城,103.71,高,西北向,2005,139.6,13460,3,1,9,草市街,大安西路58号,13460.611320027,6.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2364,水木光华,103.73,中,西向,2004,210.0,20244,3,1,6,内光华,青羊大道16号,20244.866480285356,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,水木光华,103.73,中,西向,2004,210.0,20244,3,1,6,内光华,青羊大道16号,20244.866480285356,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205,4.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205,4.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2660,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205,4.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4315,印象金沙,103.7,低,南北向,2006,188.0,18129,3,2,12,内金沙,金阳路390号,18129.218900675023,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,金沙西园一期,103.81,高,东北向,2005,252.0,24275,3,2,6,内金沙,金阳路79号,24275.118004045853,4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,金沙西园一期,103.81,高,东北向,2005,252.0,24275,3,2,6,内金沙,金阳路79号,24275.118004045853,4.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,保利金香槟,103.89,低,南向,2012,222.0,21368,3,2,18,外金沙,保利金香槟蜀鑫路105号,21368.755414380597,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
284,保利金香槟,103.89,低,南向,2012,222.0,21368,3,2,18,外金沙,保利金香槟蜀鑫路105号,21368.755414380597,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3801,保利金香槟,103.9,高,东南向,2012,216.0,20789,3,2,18,外金沙,保利金香槟蜀鑫路105号,20789.220404234842,13.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4012,印象金沙,103.0,高,西北向,2009,182.0,17669,3,2,11,内金沙,印象金沙金阳路390号,17669.90291262136,8.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540,印象金沙,103.0,高,西北向,2009,182.0,17669,3,2,11,内金沙,印象金沙金阳路390号,17669.90291262136,8.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,印象金沙,103.0,低,南北向,2007,183.0,17766,3,2,18,内金沙,金阳路390号,17766.990291262136,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,保利金香槟,103.0,中,东南向,2011,216.0,20970,3,2,18,外金沙,保利金香槟蜀鑫路105号,20970.873786407767,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
644,印象金沙,103.0,低,南北向,2007,183.0,17766,3,2,18,内金沙,金阳路390号,17766.990291262136,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,蓝光凯丽美域,103.0,中,南向,2009,250.0,24271,3,2,31,内金沙,蓝光凯丽美域金祥路55号,24271.844660194172,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,长虹和悦府,103.0,低,东向,2015,235.0,22815,3,2,20,万家湾,光华北一路527号,22815.533980582524,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,印象金沙,103.0,中,南北向,2008,183.0,17766,3,2,11,内金沙,印象金沙金阳路390号,17766.990291262136,5.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
