,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor
3096,天邑花园,100.11,中,东向,2014,179.0,17880,2,1,15,西南财大,二环路西一段99号,17880.331635201277
4679,天邑花园,100.11,高,南北向,2006,197.0,19678,2,1,15,西南财大,二环路西一段99号,19678.353810808112
1104,东珠市街9号院,100.28,中,东南向,2014,135.0,13462,3,1,7,草市街,东珠市街9号,13462.305544475468
2950,东珠市街9号院,100.28,中,东南向,2014,135.0,13462,3,1,7,草市街,东珠市街9号,13462.305544475468
2053,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949
2902,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949
720,78号观邸,100.48,中,西南向,2015,245.0,24382,2,2,32,天府广场,锦里西路78号,24382.96178343949
2294,金沙柏林郡,100.56,高,东南向,2013,164.0,16308,3,2,26,外金沙,清波路7号(三环路西四段),16308.671439936355
485,蓝光凯丽美域,100.62,低,东南向,2010,290.0,28821,3,2,31,内金沙,蓝光凯丽美域金祥路55号,28821.307891075332
457,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805
428,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805
109,蓝光凯丽美域,100.62,中,东南向,2010,280.0,27827,3,2,31,内金沙,金祥路55号,27827.469687934805
3787,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138
3541,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138
3488,二十一世纪花园四期,100.6,高,东向,2015,190.0,18886,3,1,6,贝森,贝双街111号,18886.679920477138
2991,汇厦花园,100.76,中,东南向,2005,210.0,20841,3,2,11,杜甫草堂,草堂北支路56号,20841.603811036126
2645,汇厦花园,100.76,中,东南向,2005,210.0,20841,3,2,11,杜甫草堂,草堂北支路56号,20841.603811036126
155,汇厦少城,100.7,中,西南向,2014,365.0,36246,3,1,39,天府广场,文庙西街,36246.27606752731
33,汇厦少城,100.7,中,西南向,2014,365.0,36246,3,1,39,天府广场,文庙西街,36246.27606752731
2784,恒大广场,101.11,高,南向,2015,300.0,29670,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),29670.655721491443
4696,二十一世纪花园二期,101.16,中,西向,2003,180.0,17793,3,1,7,贝森,苏坡东路27号,17793.59430604982
207,汇厦少城,101.23,高,东南向,2014,300.0,29635,3,2,39,天府广场,文庙西街,29635.483552306625
92,汇厦少城,101.23,高,东南向,2014,300.0,29635,3,2,39,天府广场,文庙西街,29635.483552306625
169,东胜街5号院,101.27,中,南向,2015,220.0,21724,4,1,6,天府广场,东胜街5号(近庄森大厦),21724.10388071492
361,东胜街5号院,101.27,中,南向,2015,220.0,21724,4,1,6,天府广场,东胜街5号(近庄森大厦),21724.10388071492
4044,二十一世纪花园一期,101.2,低,西向,2003,184.0,18181,3,1,7,贝森,苏坡东路27号,18181.81818181818
88,荣富西城尚锦,101.2,低,南向,2015,290.0,28656,4,1,22,外光华,荣富西城尚锦,28656.126482213436
4501,二十一世纪花园二期,101.35,低,西向,2015,192.0,18944,3,2,7,贝森,苏坡东路27号,18944.252590034535
3530,锦秀民居,101.3,低,南向,2000,135.0,13326,2,2,7,府南新区,锦屏路97号,13326.75222112537
1047,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376
2795,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376
2089,北大花园,101.46,中,南向,2002,157.0,15474,2,2,10,草市街,新开寺街88号,15474.078454563376
553,中大君悦金沙九期,101.49,高,西南向,2016,242.0,23844,3,2,32,内金沙,中大君悦金沙九期,23844.71376490295
2736,锦都,101.74,低,南向,2017,356.0,34991,4,2,25,顺城街,通惠门路3号,34991.15392176135
2785,香格里拉花园,101.76,高,南北向,2002,240.0,23584,3,2,11,贝森,清江中路65号,23584.905660377357
2252,香格里拉花园,101.76,高,南北向,2002,240.0,23584,3,2,11,贝森,清江中路65号,23584.905660377357
3929,华府金沙名城,101.0,中,南北向,2015,223.0,22079,3,2,23,外金沙,金凤路2号,22079.20792079208
46,金沙西园二期,101.0,中,东南向,2006,256.0,25346,3,2,6,内金沙,金阳路121号,25346.534653465347
2790,金沙西园二期,101.0,中,东南向,2006,256.0,25346,3,2,6,内金沙,金阳路121号,25346.534653465347
979,学府春,101.0,低,南向,2005,150.0,14851,3,1,9,内光华,光华村街58号,14851.485148514852
4742,金沙愉景一期,101.0,中,南北向,2009,155.0,15346,3,1,18,外金沙,清波路390号,15346.534653465347
3097,横四道街2号院,101.0,中,东南向,2015,186.0,18415,2,1,7,顺城街,横四道街2号,18415.841584158417
3692,华府金沙名城,101.0,中,南北向,2015,223.0,22079,3,2,23,外金沙,金凤路2号,22079.20792079208
3074,横四道街2号院,101.0,中,东南向,2015,186.0,18415,2,1,7,顺城街,横四道街2号,18415.841584158417
3618,中大君悦金沙一期,101.0,中,西南向,2020,245.0,24257,3,2,34,内金沙,蜀辉路19号,24257.425742574258
2648,太行瑞宏朗诗金沙城,102.17,高,西南向,2015,218.0,21336,3,1,19,外金沙,百仁生态区内(三环路西四段),21336.98737398454
767,长虹和悦府,102.19,中,北向,2015,235.0,22996,3,2,20,万家湾,光华北一路527号,22996.379293472943
3533,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346
3313,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346
3496,长城园,102.27,高,北向,2001,215.0,21022,2,2,22,天府广场,长城园小南街69号,21022.782829764346
2670,78号观邸,102.35,低,南向,2015,240.0,23448,3,1,32,天府广场,锦里西路78号,23448.94968246214
3447,78号观邸,102.35,中,南北向,2007,199.0,19443,3,2,32,天府广场,锦里西路78号,19443.087445041525
3830,78号观邸,102.35,中,南北向,2007,199.0,19443,3,2,32,天府广场,锦里西路78号,19443.087445041525
4712,新世界丽晶花园,102.4,中,东南向,2003,210.0,20507,3,2,12,长顺街,实业街59号,20507.8125
1512,长虹和悦府,102.4,低,东向,2015,230.0,22460,3,2,20,万家湾,光华北一路527号,22460.9375
1563,香格里拉花园,102.63,低,北向,2015,215.0,20949,3,2,11,贝森,清江中路65号,20949.040241644747
1069,贝森园,102.77,高,南向,2000,99.0,9633,3,1,7,贝森,贝森路336号,9633.161428432422
3174,贝森园,102.77,高,南向,2000,99.0,9633,3,1,7,贝森,贝森路336号,9633.161428432422
2489,金沙西园二期,102.84,低,西南向,2006,288.0,28004,3,1,6,内金沙,金沙西园二期金阳路121号,28004.667444574097
2095,金沙西园二期,102.84,低,西南向,2006,288.0,28004,3,1,6,内金沙,金沙西园二期金阳路121号,28004.667444574097
1181,齐力花园,102.8,高,南北向,2002,200.0,19455,2,2,6,外光华,青羊大道318号,19455.252918287937
2375,金沙城锦澜阁公寓,102.0,中,西北向,2018,245.0,24019,3,2,20,外金沙,百瑞二路338号,24019.607843137255
3527,建发金沙里,102.0,低,西南向,2020,308.0,30196,3,2,33,内金沙,建发金沙里蜀辉路588号,30196.07843137255
316,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136
4580,中大君悦金沙九期,102.0,高,南北向,2016,233.0,22843,3,2,32,内金沙,蜀采路69号(金沙紫荆电影院西侧),22843.137254901958
4201,富力中心,102.0,高,南向,2015,163.0,15980,2,1,1,顺城街,顺城大街289号,15980.392156862747
4270,中大君悦金沙九期,102.0,高,南北向,2016,233.0,22843,3,2,32,内金沙,蜀采路69号(金沙紫荆电影院西侧),22843.137254901958
3642,光华锦苑,102.0,高,南向,2013,230.0,22549,3,2,22,万家湾,光华北六路216号,22549.019607843136
151,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136
1761,中大君悦金沙九期,102.0,高,南北向,2000,185.0,18137,3,2,7,内金沙,中大君悦金沙九期,18137.254901960783
4721,世纪金沙一期,102.0,中,南向,2009,255.0,25000,3,2,11,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),25000.0
529,多子巷小区,102.0,高,东南向,1990,332.0,32549,3,2,7,天府广场,多子巷13号(仁厚街泡小对面),32549.019607843136
1531,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025
1364,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025
1424,恒大广场,103.05,高,东南向,2015,280.0,27171,2,1,53,天府广场,天府广场提督街99号(近中国建设银行总部)),27171.276079573025
1673,禾嘉花园,103.11,中,西向,2000,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579
4640,禾嘉花园,103.11,高,南北向,2000,188.0,18232,2,2,5,浣花小区,大石西路80号,18232.955096498885
4484,禾嘉花园,103.11,低,西向,2001,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579
2531,禾嘉花园,103.11,中,西向,2000,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579
3695,禾嘉花园,103.11,高,南北向,2000,188.0,18232,2,2,5,浣花小区,大石西路80号,18232.955096498885
3327,禾嘉花园,103.11,低,西向,2001,225.0,21821,2,2,5,浣花小区,大石西路80号,21821.35583357579
119,光华美邻,103.27,高,东北向,2007,275.0,26629,3,2,18,内光华,瑞星路89号,26629.224363319456
31,光华美邻,103.27,高,东北向,2007,275.0,26629,3,2,18,内光华,瑞星路89号,26629.224363319456
3444,金沙西园三期,103.2,高,南向,2005,248.0,24031,3,2,6,内金沙,金阳路112号,24031.00775193798
125,长虹和悦府,103.34,高,西向,2015,208.0,20127,3,2,20,万家湾,光华北一路527号,20127.73369460035
2734,长顺上街251号院,103.42,中,南向,2015,365.0,35292,2,1,18,长顺街,长顺上街251号,35292.9800812222
2012,实业街19号院,103.42,中,南向,1994,365.0,35292,2,1,18,长顺街,实业街19号,35292.9800812222
1952,卧龙晓城,103.46,中,南向,2015,143.0,13821,2,2,6,贝森,青羊大道288号,13821.766866421807
3076,上河新城,103.71,高,西北向,2005,139.6,13460,3,1,9,草市街,大安西路58号,13460.611320027
1935,上河新城,103.71,高,西北向,2005,139.6,13460,3,1,9,草市街,大安西路58号,13460.611320027
2364,水木光华,103.73,中,西向,2004,210.0,20244,3,1,6,内光华,青羊大道16号,20244.866480285356
2554,水木光华,103.73,中,西向,2004,210.0,20244,3,1,6,内光华,青羊大道16号,20244.866480285356
414,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205
313,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205
2660,蜀华街32号院,103.78,高,东南向,2015,276.0,26594,3,2,6,天府广场,蜀华街32号,26594.71959915205
4315,印象金沙,103.7,低,南北向,2006,188.0,18129,3,2,12,内金沙,金阳路390号,18129.218900675023
942,金沙西园一期,103.81,高,东北向,2005,252.0,24275,3,2,6,内金沙,金阳路79号,24275.118004045853
3155,金沙西园一期,103.81,高,东北向,2005,252.0,24275,3,2,6,内金沙,金阳路79号,24275.118004045853
1057,保利金香槟,103.89,低,南向,2012,222.0,21368,3,2,18,外金沙,保利金香槟蜀鑫路105号,21368.755414380597
284,保利金香槟,103.89,低,南向,2012,222.0,21368,3,2,18,外金沙,保利金香槟蜀鑫路105号,21368.755414380597
3801,保利金香槟,103.9,高,东南向,2012,216.0,20789,3,2,18,外金沙,保利金香槟蜀鑫路105号,20789.220404234842
4012,印象金沙,103.0,高,西北向,2009,182.0,17669,3,2,11,内金沙,印象金沙金阳路390号,17669.90291262136
4540,印象金沙,103.0,高,西北向,2009,182.0,17669,3,2,11,内金沙,印象金沙金阳路390号,17669.90291262136
1117,印象金沙,103.0,低,南北向,2007,183.0,17766,3,2,18,内金沙,金阳路390号,17766.990291262136
3061,保利金香槟,103.0,中,东南向,2011,216.0,20970,3,2,18,外金沙,保利金香槟蜀鑫路105号,20970.873786407767
644,印象金沙,103.0,低,南北向,2007,183.0,17766,3,2,18,内金沙,金阳路390号,17766.990291262136
4122,蓝光凯丽美域,103.0,中,南向,2009,250.0,24271,3,2,31,内金沙,蓝光凯丽美域金祥路55号,24271.844660194172
737,长虹和悦府,103.0,低,东向,2015,235.0,22815,3,2,20,万家湾,光华北一路527号,22815.533980582524
844,印象金沙,103.0,中,南北向,2008,183.0,17766,3,2,11,内金沙,印象金沙金阳路390号,17766.990291262136
923,长虹和悦府,103.0,低,东向,2015,235.0,22815,3,2,20,万家湾,光华北一路527号,22815.533980582524
4708,世纪金沙一期,103.0,高,南向,2009,190.0,18446,3,1,11,内金沙,世纪金沙一期,18446.601941747573
4093,蓝光凯丽美域,103.0,中,南向,2009,250.0,24271,3,2,31,内金沙,蓝光凯丽美域金祥路55号,24271.844660194172
3510,包家巷127号院,104.13,高,东北向,2015,222.0,21319,3,2,7,天府广场,包家巷127号,21319.504465571885
4020,蓝光凯丽美域,104.1,中,南向,2009,305.0,29298,3,2,31,内金沙,蓝光凯丽美域金祥路55号,29298.751200768493
2224,天邑花园,104.36,低,东南向,2004,159.0,15235,2,2,11,西南财大,二环路西一段99号,15235.72249904178
3782,天邑花园,104.36,低,东南向,2004,162.0,15523,2,2,11,西南财大,二环路西一段99号,15523.188961287851
3743,天邑花园,104.36,低,东南向,2004,162.0,15523,2,2,11,西南财大,二环路西一段99号,15523.188961287851
2916,天邑花园,104.36,低,东南向,2004,159.0,15235,2,2,11,西南财大,二环路西一段99号,15235.72249904178
3438,锦里西路76号院,104.36,中,南北向,2000,140.0,13415,2,2,7,天府广场,锦里西路76号,13415.101571483328
4711,清江苑,104.64,低,东南向,1991,122.0,11659,3,2,7,外金沙,黄田坝清河一村,11659.02140672783
1724,华明家园,104.76,中,南向,2002,149.9,14308,3,2,7,杜甫草堂,斜阳路2号(近蜀都大道),14308.89652539137
1633,锦绣光华,104.0,低,东南向,2010,169.0,16250,3,1,18,外光华,中坝街29号,16250.0
1623,香木林新城,104.0,中,东向,2008,242.0,23269,3,2,11,内光华,瑞联路171号,23269.23076923077
581,金阳易诚国际,105.18,高,南向,2010,200.0,19015,3,1,22,万家湾,培华路399号,19015.021867275147
698,金阳易诚国际,105.18,高,南向,2010,200.0,19015,3,1,22,万家湾,培华路399号,19015.021867275147
3022,四川省卫生管理干部学,105.27,中,东向,2015,260.0,24698,3,2,6,天府广场,文庙西街31号,24698.394604350717
2280,上河新城,105.35,中,东南向,2005,160.0,15187,3,1,9,草市街,大安西路58号,15187.470336972
107,元益花园,105.44,高,西向,2014,260.0,24658,3,2,21,外光华,光华大道一段866号,24658.57359635812
183,元益花园,105.44,高,西向,2014,260.0,24658,3,2,21,外光华,光华大道一段866号,24658.57359635812
2460,二十一世纪花园一期,105.49,中,南北向,2003,172.0,16304,3,1,7,贝森,苏坡东路27号,16304.86302019149
940,润扬金沙30°,105.51,中,西北向,2014,221.0,20945,3,2,12,内金沙,黄忠路12号(金沙文化博物馆以南500米处),20945.881906928254
4196,新世界丽晶花园,105.61,低,西北向,2003,212.0,20073,3,2,12,长顺街,实业街59号,20073.85664236341
2377,青华路22号院,105.67,高,南向,2000,157.0,14857,3,2,7,浣花小区,青华路22号,14857.575470805337
3672,童子街庭苑,105.74,中,西向,2015,228.0,21562,2,1,25,顺城街,童子街29号,21562.32267826745
1625,卧龙晓城,105.93,高,东向,2003,156.0,14726,3,2,6,贝森,青羊大道288号,14726.70631549136
4113,华府金沙名城,105.0,中,南北向,2020,269.0,25619,2,2,44,外金沙,华府金沙名城金凤路2号,25619.04761904762
4386,金沙春,105.0,高,南向,2015,270.0,25714,2,1,1,府南新区,金沙春青羊区清江中路53、55号,25714.285714285717
730,华府金沙名城,105.0,中,东南向,2017,265.0,25238,3,2,44,外金沙,华府金沙名城金凤路2号,25238.095238095237
3933,童子街庭苑,105.0,中,南北向,2008,225.0,21428,2,2,24,顺城街,童子街29号,21428.571428571428
4445,童子街庭苑,105.0,中,南北向,2008,225.0,21428,2,2,24,顺城街,童子街29号,21428.571428571428
4710,华府金沙,105.0,中,西南向,2008,280.0,26666,3,2,44,内金沙,蜀源路1号(金沙西单商场旁),26666.666666666664
4555,童子街庭苑,105.0,高,南北向,2008,225.0,21428,3,2,23,顺城街,童子街29号,21428.571428571428
2094,华府金沙名城,105.0,高,南向,2020,285.0,27142,2,2,90,外金沙,金凤路2号,27142.857142857145
3504,华府金沙名城,105.0,高,南北向,2018,280.0,26666,3,2,26,外金沙,金凤路2号,26666.666666666664
274,华府金沙名城,105.0,中,东南向,2017,265.0,25238,3,2,44,外金沙,华府金沙名城金凤路2号,25238.095238095237
3341,华府金沙名城,105.0,中,南北向,2020,269.0,25619,2,2,44,外金沙,华府金沙名城金凤路2号,25619.04761904762
1075,华府金沙名城,105.0,低,东南向,2020,265.0,25238,3,2,44,外金沙,华府金沙名城金凤路2号,25238.095238095237
3337,蓝光凯丽美域,105.0,高,南北向,2008,285.0,27142,3,2,31,内金沙,金祥路55号,27142.857142857145
4145,蓝光凯丽美域,105.0,高,南北向,2008,285.0,27142,3,2,31,内金沙,金祥路55号,27142.857142857145
3685,童子街庭苑,105.0,中,南北向,2008,225.0,21428,2,2,24,顺城街,童子街29号,21428.571428571428
1537,中大君悦金沙一期,105.0,中,南北向,2012,220.0,20952,3,2,23,内金沙,中大君悦金沙一期蜀辉路19号,20952.380952380954
2763,清河阳光,105.0,低,东南向,2010,164.0,15619,3,1,18,外光华,月华路23号,15619.047619047618
4293,童子街庭苑,105.0,高,南北向,2008,225.0,21428,3,2,23,顺城街,童子街29号,21428.571428571428
2697,海亮樾金沙,106.24,高,西北向,2016,256.0,24096,3,2,24,外金沙,海亮樾金沙蜀鑫路与清波路交汇处,24096.38554216868
385,浣花北路26号院,106.31,中,南向,2000,215.0,20223,3,1,7,浣花小区,浣花北路26号,20223.873577274007
1298,西城角巷15号院,106.33,低,东南向,1993,180.0,16928,3,2,7,八宝街,西城角巷15号院西城角巷15号,16928.43035831844
1524,海亮樾金沙,106.39,中,西南向,2016,330.0,31017,3,2,22,外金沙,蜀鑫路与清波路交汇处,31017.9528151142
3789,牧电路佳利公寓,106.9,高,南北向,2002,134.8,12609,3,1,7,杜甫草堂,牧电路3号(清江东路与牧电路交界处),12609.915809167447
4262,牧电路佳利公寓,106.9,高,南北向,2002,134.8,12609,3,1,7,杜甫草堂,牧电路3号(清江东路与牧电路交界处),12609.915809167447
4027,牧电路佳利公寓,106.9,高,南北向,2002,134.8,12609,3,1,7,杜甫草堂,牧电路3号(清江东路与牧电路交界处),12609.915809167447
1257,百草园,107.02,高,东北向,2002,220.0,20556,3,2,6,府南新区,双清南路3号,20556.905251354885
1987,光华欣苑,107.06,高,南向,2015,280.0,26153,3,2,18,外光华,光华北六路211号,26153.558752101628
4398,锦桂苑,107.26,中,南向,1999,137.5,12819,3,1,7,府南新区,双清中路100号,12819.317546149543
3827,香榭名苑,107.42,高,东南向,2002,203.0,18897,2,2,11,府南新区,同善桥南街9号,18897.784397691303
1557,金沙春,107.61,高,北向,2003,109.0,10129,3,2,7,府南新区,青羊区清江中路53、55号,10129.17015147291
2027,光华欣苑,107.69,中,东向,2020,252.0,23400,3,2,20,外光华,光华北六路211号,23400.50143931656
1348,光华欣苑,107.69,中,东向,2020,252.0,23400,3,2,20,外光华,光华北六路211号,23400.50143931656
402,大石东路9号院,107.89,高,南北向,2015,156.0,14459,3,2,7,浣花小区,大石东路9号,14459.17137825563
1420,大石东路9号院,107.89,高,南北向,2015,156.0,14459,3,2,7,浣花小区,大石东路9号,14459.17137825563
2342,光华欣苑,108.33,低,北向,2016,240.0,22154,3,2,18,外光华,光华北六路211号,22154.527831625586
2712,城置尚豪庭,108.43,中,东南向,2014,270.0,24900,3,1,26,草市街,青羊区草市街38号,24900.857696209532
3081,城置尚豪庭,108.43,中,东南向,2014,270.0,24900,3,1,26,草市街,青羊区草市街38号,24900.857696209532
2072,城置尚豪庭,108.43,中,东南向,2014,270.0,24900,3,1,26,草市街,青羊区草市街38号,24900.857696209532
1155,光华欣苑,108.53,低,东向,2020,249.0,22942,3,2,18,外光华,光华北六路211号,22942.96507878006
3524,光华美邻,108.55,高,南北向,2007,285.0,26255,3,2,11,内光华,瑞星路89号,26255.1819438047
2159,香格里拉花园,108.96,中,东向,2002,258.0,23678,3,2,11,贝森,清江中路65号,23678.4140969163
842,香格里拉花园,108.96,中,东向,2002,258.0,23678,3,2,11,贝森,清江中路65号,23678.4140969163
3670,君平街127号院,108.9,低,西南向,2014,200.0,18365,4,2,7,天府广场,君平街127号,18365.472910927456
2955,光华欣苑,108.0,高,西向,2020,255.0,23611,3,2,20,外光华,光华北六路211号,23611.111111111113
4109,人民中路一段6号院,108.0,低,南向,2000,345.6,32000,4,1,6,天府广场,人民中路一段6号院人民中路一段6号,32000.0
3568,华府金沙名城,108.0,中,南北向,2020,300.0,27777,2,2,44,外金沙,金凤路2号,27777.777777777777
3720,人民中路一段6号院,108.0,低,南向,2000,345.6,32000,4,1,6,天府广场,人民中路一段6号院人民中路一段6号,32000.0
437,西二道街社区,108.0,中,南北向,1994,205.0,18981,3,2,7,八宝街,天府广场附近西二道街,18981.48148148148
3724,华府金沙名城,108.0,中,南北向,2020,300.0,27777,2,2,44,外金沙,金凤路2号,27777.777777777777
2709,阳城心灵家园,109.01,中,北向,2013,205.0,18805,3,2,17,万家湾,青羊区培华路312号,18805.61416383818
1166,阳城心灵家园,109.01,中,北向,2013,205.0,18805,3,2,17,万家湾,青羊区培华路312号,18805.61416383818
4608,城置尚豪庭,109.12,中,南向,2014,240.0,21994,2,1,26,草市街,青羊区草市街38号,21994.134897360702
3905,城置尚豪庭,109.12,中,南向,2014,240.0,21994,2,1,26,草市街,青羊区草市街38号,21994.134897360702
1306,浪琴湾,109.29,中,南向,2015,236.0,21593,3,1,6,内光华,瑞南街33号,21593.924421264524
2829,浪琴湾,109.29,中,南向,2015,236.0,21593,3,1,6,内光华,瑞南街33号,21593.924421264524
4106,长城园,109.2,低,东南向,2003,248.0,22710,3,2,7,天府广场,长城园小南街69号,22710.62271062271
1715,浪琴湾,109.39,低,南向,2004,237.0,21665,3,2,6,内光华,瑞南街33号,21665.600146265653
962,浪琴湾,109.39,低,南向,2004,237.0,21665,3,2,6,内光华,瑞南街33号,21665.600146265653
2011,浪琴湾,109.39,低,南向,2004,237.0,21665,3,2,6,内光华,瑞南街33号,21665.600146265653
2457,浪琴湾,109.39,低,南向,2004,237.0,21665,3,2,6,内光华,瑞南街33号,21665.600146265653
4389,时光俊园,109.41,低,南向,2013,248.0,22667,3,2,21,万家湾,青羊区光华西三路30号,22667.032263961246
3839,时光俊园,109.41,低,南向,2013,248.0,22667,3,2,21,万家湾,青羊区光华西三路30号,22667.032263961246
3101,吉祥街35号院,109.42,高,东南向,2002,260.0,23761,3,1,24,顺城街,吉祥街35号,23761.652348747943
3304,成都花园翠雍华庭,109.62,高,东西向,2004,238.0,21711,3,2,10,贝森,成都花园翠雍华庭青羊大道8号,21711.366538952745
4459,包家巷123号院,109.7,低,南向,2014,265.0,24156,2,1,6,天府广场,包家巷123号,24156.79124886053
4338,金阳易诚国际,109.9,高,南向,2010,300.0,27297,4,2,220,万家湾,金阳易诚国际培华路399号,27297.543221110096
195,元益花园,109.0,低,东向,2014,172.0,15779,3,2,21,外光华,光华大道一段866号,15779.816513761469
3941,长城园,109.0,中,南向,2005,265.0,24311,3,2,7,天府广场,长城园小南街69号,24311.926605504585
2479,元益花园,110.04,低,北向,2014,190.0,17266,3,2,21,外光华,光华大道一段866号,17266.448564158487
1232,元益花园,110.04,低,北向,2014,190.0,17266,3,2,21,外光华,光华大道一段866号,17266.448564158487
807,元益花园,110.04,低,北向,2014,190.0,17266,3,2,21,外光华,光华大道一段866号,17266.448564158487
3833,潮蓉花园,110.09,高,南北向,2000,187.4,17022,3,2,6,府南新区,同善桥南街6号,17022.436188572985
4593,潮蓉花园,110.09,高,南北向,2000,187.4,17022,3,2,6,府南新区,同善桥南街6号,17022.436188572985
1226,紫御熙庭,110.15,低,东南向,2017,290.0,26327,3,2,21,光华,紫御熙庭,26327.734906945076
1971,元益花园,110.35,中,南向,2014,210.0,19030,3,2,21,外光华,光华大道一段866号,19030.357951971004
2714,优品道一期,110.38,低,东北向,2014,296.0,26816,3,1,6,贝森,青羊大道99号,26816.45225584345
876,优品道一期,110.38,低,东北向,2014,296.0,26816,3,1,6,贝森,青羊大道99号,26816.45225584345
1887,紫御熙庭,110.39,低,东南向,2016,290.0,26270,4,2,21,光华,紫御熙庭,26270.49551589818
3007,颐和京都,110.45,中,南向,2016,248.0,22453,3,1,29,外光华,培风路276号,22453.598913535538
468,颐和京都,110.45,中,南向,2016,248.0,22453,3,1,29,外光华,培风路276号,22453.598913535538
721,颐和京都,110.45,中,南向,2016,248.0,22453,3,1,29,外光华,培风路276号,22453.598913535538
4726,颐和京都,110.45,中,南向,2016,248.0,22453,4,2,29,外光华,培风路276号,22453.598913535538
2029,颐和京都,110.45,中,南向,2016,248.0,22453,3,1,29,外光华,培风路276号,22453.598913535538
1930,金沙西园三期,110.46,中,东向,2015,265.0,23990,3,2,11,内金沙,金阳路112号,23990.584827086732
1059,金沙西园三期,110.46,中,东向,2015,265.0,23990,3,2,11,内金沙,金阳路112号,23990.584827086732
1631,金沙西园三期,110.46,中,东向,2015,265.0,23990,3,2,11,内金沙,金阳路112号,23990.584827086732
3621,金沙西园三期,110.46,低,东向,2006,262.0,23718,3,2,11,内金沙,金沙西园三期金阳路112号,23718.99330074235
2627,瑞通凯域,110.56,低,西北向,2006,150.0,13567,3,1,11,贝森,东顺街164号,13567.293777134588
710,卧龙晓城,110.69,高,东西向,2015,192.0,17345,3,2,6,贝森,青羊大道288号,17345.740355949045
430,保利金香槟,110.94,中,南向,2012,261.9,23607,3,2,18,外金沙,保利金香槟蜀鑫路105号,23607.35532720389
960,保利金香槟,110.94,中,南向,2012,261.9,23607,3,2,18,外金沙,保利金香槟蜀鑫路105号,23607.35532720389
3003,保利金香槟,110.98,高,东北向,2012,259.0,23337,3,2,18,外金沙,蜀鑫路105号,23337.538295188322
445,保利金香槟,110.98,高,东北向,2012,259.0,23337,3,2,18,外金沙,蜀鑫路105号,23337.538295188322
312,保利金香槟,110.98,高,东北向,2012,259.0,23337,3,2,18,外金沙,蜀鑫路105号,23337.538295188322
3570,金沙西园三期,110.0,高,南向,2020,248.0,22545,3,2,6,内金沙,金阳路112号,22545.454545454544
26,中鹏花园C区,110.0,高,南向,1998,125.0,11363,3,2,6,外光华,苏坡中路48号,11363.636363636364
3526,太行瑞宏朗诗金沙城,110.0,低,北向,2018,265.0,24090,3,2,25,外金沙,太行瑞宏朗诗金沙城,24090.909090909092
1796,紫御熙庭,110.0,高,西向,2016,286.0,26000,4,1,21,光华,紫御熙庭,26000.0
3993,金沙城锦澜阁公寓,110.0,高,南向,2017,268.0,24363,3,1,21,外金沙,百瑞二路338号,24363.636363636364
4586,中铁西城,110.0,低,南向,2014,215.0,19545,3,2,18,万家湾,光华大道一段398号,19545.454545454544
205,华府金沙,110.0,低,南北向,2015,368.0,33454,3,2,32,内金沙,蜀源路1号(金沙西单商场旁),33454.545454545456
3410,金阳易诚国际,111.07,高,东向,2012,200.0,18006,4,2,22,万家湾,金阳易诚国际培华路399号,18006.662465112095
