,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor
224,中大君悦金沙六期,88.8,低,东南向,2012,218.0,24549,2,2,24,内金沙,中大君悦金沙六期金祥路58号,24549.54954954955
513,水木光华,88.8,高,南向,2004,158.0,17792,2,1,6,内光华,青羊大道16号,17792.792792792792
1507,城置尚豪庭,88.93,中,东南向,2014,184.0,20690,2,1,26,草市街,青羊区草市街38号,20690.430675812433
2669,城置尚豪庭,88.93,中,东南向,2014,184.0,20690,2,1,26,草市街,青羊区草市街38号,20690.430675812433
2454,橙花风景,88.94,高,西向,2014,225.0,25297,2,1,28,内光华,玉宇路998号,25297.953676635934
2021,橙花风景,88.94,高,西向,2014,225.0,25297,2,1,28,内光华,玉宇路998号,25297.953676635934
2882,清水路苑,88.97,中,南向,2012,150.0,16859,2,2,18,苏坡,武青北路西货站路312号,16859.615600764304
198,清水路苑,88.97,高,东南向,2012,147.9,16623,2,2,18,苏坡,武青北路西货站路312号,16623.580982353604
2195,清水路苑,88.97,中,南向,2012,150.0,16859,2,2,18,苏坡,武青北路西货站路312号,16859.615600764304
715,东原时光道,88.98,低,南向,2015,210.0,23600,3,1,22,外光华,光华大道一段(大公园对面),23600.809170600132
1730,东原时光道,88.98,中,南向,2015,210.0,23600,3,1,22,外光华,光华大道一段(大公园对面),23600.809170600132
3034,东原时光道,88.98,中,南向,2015,210.0,23600,3,1,22,外光华,光华大道一段(大公园对面),23600.809170600132
3611,清江之春,88.99,中,东北向,2010,116.0,13035,2,2,18,外金沙,金辉路51号,13035.172491291156
4046,蓝光COCO金沙一期,88.9,低,东西向,2014,186.0,20922,3,2,22,外金沙,蓝光COCO金沙一期青羊区清涟路27号,20922.38470191226
1834,优品道三期,88.9,中,南向,2014,228.0,25646,2,1,22,贝森,青羊大道99号,25646.79415073116
776,优品道三期,88.9,中,南向,2014,228.0,25646,2,1,22,贝森,青羊大道99号,25646.79415073116
599,海亮樾金沙,88.0,中,东南向,2015,246.4,28000,3,2,22,外金沙,蜀鑫路与清波路交汇处,28000.000000000004
4266,公元西,88.0,中,西向,2012,253.0,28750,3,2,33,内金沙,金沙遗址路68号,28750.0
4,保利香槟光华,88.0,低,东向,2015,220.0,250,3,2,18,万家湾,光华东五路255号,25000.0
2334,青羊恒大翡翠华庭,88.0,低,北向,2015,182.0,20681,3,2,18,内光华,光华南三路(万家湾公交总站旁),20681.818181818184
1221,生活立方,88.0,高,东向,2003,228.0,25909,2,1,11,贝森,贝森南路8号,25909.090909090908
2527,青羊恒大翡翠华庭,88.0,低,北向,2015,182.0,20681,3,2,18,内光华,光华南三路(万家湾公交总站旁),20681.818181818184
1984,清水路苑,88.0,高,南向,2012,120.0,13636,2,2,18,苏坡,武青北路西货站路312号,13636.363636363636
744,青羊恒大翡翠华庭,88.0,低,北向,2015,182.0,20681,3,2,18,内光华,光华南三路(万家湾公交总站旁),20681.818181818184
3399,中大君悦金沙一期,88.0,中,南向,2015,233.0,26477,2,2,17,内金沙,中大君悦金沙一期蜀辉路19号,26477.272727272728
1955,海亮樾金沙,88.0,中,东南向,2015,246.4,28000,3,2,22,外金沙,蜀鑫路与清波路交汇处,28000.000000000004
2133,生活立方,88.0,高,东向,2003,228.0,25909,2,1,11,贝森,贝森南路8号,25909.090909090908
4119,中大君悦金沙一期,88.0,中,南向,2015,233.0,26477,2,2,17,内金沙,中大君悦金沙一期蜀辉路19号,26477.272727272728
3961,优品道三期,88.0,低,南向,2010,288.0,32727,3,2,22,贝森,优品道三期青羊大道99号,32727.272727272728
3324,公元西,88.0,中,西向,2012,253.0,28750,3,2,33,内金沙,金沙遗址路68号,28750.0
3928,公元西,88.0,中,西向,2012,253.0,28750,3,2,33,内金沙,金沙遗址路68号,28750.0
2706,元益花园,88.0,中,东北向,2015,143.0,16250,2,1,21,外光华,光华大道一段866号,16250.0
3728,公元西,88.0,中,西向,2012,253.0,28750,3,2,33,内金沙,金沙遗址路68号,28750.0
132,海亮樾金沙,88.0,高,南向,2016,212.0,24090,3,2,18,外金沙,海亮樾金沙蜀鑫路与清波路交汇处,24090.909090909092
2291,听城,89.02,中,东南向,2015,195.0,21905,2,2,25,内金沙,蜀源路8号,21905.18984497866
1256,听城,89.02,高,东南向,2015,187.0,21006,2,1,25,内金沙,蜀源路8号,21006.515389800046
1279,世纪金沙一期,89.04,低,南向,2015,199.0,22349,2,2,24,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),22349.505840071874
1676,清河阳光,89.04,低,南向,2014,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
3119,清河阳光,89.04,低,南向,2014,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
3207,中大君悦金沙九期,89.04,中,西北向,2017,200.0,22461,2,1,32,内金沙,蜀采路69号(金沙紫荆电影院西侧),22461.8149146451
218,世纪金沙一期,89.04,高,南向,2009,220.0,24708,2,2,24,内金沙,世纪金沙一期,24707.99640610961
1443,清河阳光,89.04,低,南向,2014,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
2485,世纪金沙一期,89.04,高,南向,2009,220.0,24708,2,2,24,内金沙,世纪金沙一期,24707.99640610961
3995,世纪金沙二期,89.04,低,南向,2007,161.7,18160,2,1,24,内金沙,蜀辉路230号,18160.37735849056
702,清河阳光,89.04,中,东南向,2012,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
3276,世纪金沙二期,89.04,低,南向,2007,161.7,18160,2,1,24,内金沙,蜀辉路230号,18160.37735849056
1154,世纪金沙一期,89.04,低,南向,2015,199.0,22349,2,2,24,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),22349.505840071874
2688,清河阳光,89.04,中,东南向,2012,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
3047,清河阳光,89.04,低,南向,2014,130.0,14600,2,2,18,外光华,月华路23号,14600.179694519315
1564,燕沙庭院,89.05,中,西南向,2015,207.0,23245,2,2,7,内金沙,金泽路28号,23245.367770915214
2676,中铁西城,89.05,高,南向,2010,242.0,27175,2,1,33,万家湾,光华大道一段398号,27175.743964065132
2172,燕沙庭院,89.05,中,西南向,2015,207.0,23245,2,2,7,内金沙,金泽路28号,23245.367770915214
1484,燕沙庭院,89.05,中,西南向,2015,207.0,23245,2,2,7,内金沙,金泽路28号,23245.367770915214
1846,中铁西城,89.05,高,南向,2010,242.0,27175,2,1,33,万家湾,光华大道一段398号,27175.743964065132
58,龙湖翠微清波A区,89.08,低,东向,2008,185.0,20767,2,1,18,外金沙,金福路419号,20767.849124382577
4151,龙湖翠微清波A区,89.08,高,东南向,2008,196.0,22002,2,2,18,外金沙,金福路419号,22002.694207453973
4181,龙湖翠微清波A区,89.08,高,东南向,2008,196.0,22002,2,2,18,外金沙,金福路419号,22002.694207453973
2311,青羊恒大翡翠华庭,89.12,中,北向,2015,203.0,22778,3,2,18,内光华,光华南三路(万家湾公交总站旁),22778.276481149012
1736,青羊恒大翡翠华庭,89.12,中,北向,2015,203.0,22778,3,2,18,内光华,光华南三路(万家湾公交总站旁),22778.276481149012
404,蓝光凯丽美域,89.13,低,西南向,2010,238.0,26702,3,1,31,内金沙,蓝光凯丽美域金祥路55号,26702.569280825763
2086,蓝光凯丽美域,89.13,低,西南向,2010,238.0,26702,3,1,31,内金沙,蓝光凯丽美域金祥路55号,26702.569280825763
3230,元益花园,89.18,高,南向,2014,155.0,17380,2,1,21,外光华,光华大道一段866号,17380.5786050684
3197,元益花园,89.18,高,南向,2014,155.0,17380,2,1,21,外光华,光华大道一段866号,17380.5786050684
2407,光华碧邻,89.1,高,东向,2015,155.0,17396,2,1,21,万家湾,光华西二路126号,17396.18406285073
2138,光华碧邻,89.1,高,东向,2015,155.0,17396,2,1,21,万家湾,光华西二路126号,17396.18406285073
4255,锦花苑,89.23,中,南北向,2001,114.0,12775,2,1,7,内金沙,锦翠南路1号,12775.972206656954
903,金沙愉景二期,89.24,低,东南向,2009,168.0,18825,3,2,18,外金沙,清波路385号,18825.63872702824
2155,金沙愉景二期,89.24,中,东向,2009,165.0,18489,3,2,18,外金沙,清波路385号,18489.466606902737
1664,金沙愉景二期,89.24,中,东向,2009,165.0,18489,3,2,18,外金沙,清波路385号,18489.466606902737
3069,清溪雅筑,89.25,高,东北向,2012,138.0,15462,3,2,18,外光华,培风路271号,15462.18487394958
2092,清溪雅筑,89.25,高,东北向,2012,138.0,15462,3,2,18,外光华,培风路271号,15462.18487394958
2898,清溪雅筑,89.25,高,东北向,2012,138.0,15462,3,2,18,外光华,培风路271号,15462.18487394958
2010,清溪雅筑,89.25,高,东北向,2012,138.0,15462,3,2,18,外光华,培风路271号,15462.18487394958
1410,保利金香槟,89.27,高,南向,2011,195.0,21843,2,1,18,外金沙,保利金香槟蜀鑫路105号,21843.84451663493
2228,中房金沙海棠,89.28,低,东南向,2012,198.0,22177,2,1,18,外金沙,蜀鑫东路88号,22177.41935483871
2746,中房金沙海棠,89.28,中,东北向,2012,216.0,24193,3,2,18,外金沙,蜀鑫东路88号,24193.548387096776
764,中房金沙海棠,89.28,低,东南向,2012,198.0,22177,2,1,18,外金沙,蜀鑫东路88号,22177.41935483871
3955,金沙鹭岛一期,89.2,高,西南向,2012,219.0,24551,2,2,27,内金沙,金沙鹭岛一期金沙遗址路55号,24551.569506726457
556,金沙西园三期,89.2,高,西北向,2007,228.0,25560,2,2,11,内金沙,金沙西园三期金阳路112号,25560.538116591928
3847,金沙鹭岛一期,89.2,高,西南向,2012,219.0,24551,2,2,27,内金沙,金沙鹭岛一期金沙遗址路55号,24551.569506726457
1594,锦绣光华,89.2,高,西向,2014,121.8,13654,2,2,18,外光华,中坝街29号,13654.70852017937
386,中大君悦金沙九期,89.31,高,东北向,2017,225.0,25193,3,2,32,内金沙,中大君悦金沙九期,25193.14746388982
3035,光华逸家,89.31,低,北向,2014,232.0,25976,3,1,22,万家湾,青羊区光华东三路401号,25976.934273877505
3125,光华逸家,89.31,低,北向,2014,232.0,25976,3,1,22,万家湾,青羊区光华东三路401号,25976.934273877505
262,中大君悦金沙九期,89.31,高,东北向,2017,225.0,25193,3,2,32,内金沙,中大君悦金沙九期,25193.14746388982
701,金沙西园三期公寓,89.32,高,东南向,2009,242.0,27093,3,2,26,内金沙,金沙西园三期公寓金阳路112号,27093.5960591133
252,金沙西园四期,89.32,低,东南向,2009,260.0,29108,3,2,26,内金沙,金沙西园四期金鹏街109号,29108.82221227049
1094,金沙西园四期,89.32,高,东南向,2009,239.3,26791,3,2,26,内金沙,金沙西园四期金鹏街109号,26791.312136139728
2468,印象金沙,89.35,低,东南向,2007,150.0,16787,2,1,11,内金沙,金阳路390号,16787.912702853948
2357,印象金沙,89.35,中,东南向,2007,155.0,17347,2,2,11,内金沙,印象金沙金阳路390号,17347.509792949077
741,中大君悦金沙七期,89.35,低,西北向,2014,216.0,24174,2,2,21,内金沙,中大君悦金沙七期金鹏街388号,24174.594292109683
3,印象金沙,89.35,中,东南向,2007,155.0,17347,2,2,11,内金沙,印象金沙金阳路390号,17347.509792949077
2215,金沙揽胜二期,89.35,中,南向,2007,152.0,17011,2,1,29,贝森,清江中路63号,17011.751538892
150,优品道三期,89.36,中,南向,2010,276.0,30886,3,2,22,贝森,优品道三期青羊大道99号,30886.302596239926
1189,优品道三期,89.36,中,南向,2010,276.0,30886,3,2,22,贝森,优品道三期青羊大道99号,30886.302596239926
4125,牧电巷18号院,89.37,低,西南向,2015,116.0,12979,3,1,7,浣花小区,牧电巷18号,12979.747118719928
546,清水路苑,89.37,低,东南向,2012,135.5,15161,2,1,18,苏坡,武青北路西货站路312号,15161.687367125434
1234,蓝光COCO金沙一期,89.39,高,南向,2015,325.0,36357,4,3,22,外金沙,青羊区清涟路27号,36357.53439982101
1126,蓝光COCO金沙一期,89.39,高,南向,2015,325.0,36357,4,3,22,外金沙,青羊区清涟路27号,36357.53439982101
202,蓝光COCO金沙一期,89.39,高,南向,2015,325.0,36357,4,3,22,外金沙,青羊区清涟路27号,36357.53439982101
1689,蓝光COCO金沙一期,89.39,高,南向,2015,325.0,36357,4,3,22,外金沙,青羊区清涟路27号,36357.53439982101
3855,金沙鹭岛二期,89.3,高,南北向,2012,190.0,21276,2,2,23,内金沙,蜀风路177号,21276.59574468085
4199,金沙鹭岛二期,89.3,高,南北向,2012,190.0,21276,2,2,23,内金沙,蜀风路177号,21276.59574468085
3722,二十一世纪花园一期,89.41,低,北向,2014,133.0,14875,2,1,8,贝森,苏坡东路27号,14875.293591320882
4280,锦都四期,89.42,高,南向,2015,330.0,36904,2,1,33,石人小区,民生里46号,36904.49563855961
2028,鼓楼北四街28号院,89.46,低,南向,1999,134.0,14978,3,2,7,顺城街,鼓楼北四街28号,14978.761457634697
3162,中大君悦金沙一期,89.47,高,西南向,2015,220.0,24589,2,1,11,内金沙,蜀辉路19号,24589.247792556165
331,佳兆业广场,89.47,中,东南向,2015,173.0,19336,3,2,15,外光华,佳兆业广场,19336.090309600982
3936,人民中路二段小区,89.48,中,西南向,2015,160.0,17881,3,1,7,八宝街,人民中路二段,17881.090746535538
3543,中大君悦金沙一期,89.4,高,南向,2018,225.0,25167,3,2,34,内金沙,蜀辉路19号,25167.785234899326
4047,金沙鹭岛二期,89.4,中,南向,2012,189.0,21140,2,2,25,内金沙,蜀风路177号,21140.939597315435
4058,中大君悦金沙一期,89.4,高,南向,2018,225.0,25167,3,2,34,内金沙,蜀辉路19号,25167.785234899326
133,清水路苑,89.51,中,北向,2012,145.0,16199,3,1,18,苏坡,武青北路西货站路312号,16199.307339962015
2292,金沙西园四期,89.53,中,南向,2009,215.0,24014,2,2,26,内金沙,金沙西园四期金鹏街109号,24014.296883726125
2226,凯德风尚,89.55,高,南向,2012,213.0,23785,3,1,19,万家湾,苏坡中路8号,23785.594639865998
2969,金沙西园三期公寓,89.5,高,东南向,2009,220.0,24581,2,2,26,内金沙,金沙西园三期公寓金阳路112号,24581.00558659218
3343,金沙西园三期,89.5,高,东南向,2010,220.0,24581,2,2,26,内金沙,金沙西园三期金阳路112号,24581.00558659218
223,金沙西园三期公寓,89.5,高,东南向,2009,220.0,24581,2,2,26,内金沙,金沙西园三期公寓金阳路112号,24581.00558659218
3251,清水路苑,89.5,低,南北向,2012,143.5,16033,3,2,18,苏坡,清水路苑武青北路西货站路312号,16033.519553072627
1829,现代城,89.61,高,东南向,2014,161.9,18067,2,1,31,浣花小区,锦里西路119号,18067.180002231897
607,中铁西城,89.61,低,东北向,2012,252.0,28121,3,1,18,万家湾,光华大道一段398号,28121.86139939739
2083,中铁瑞景颐城,89.61,中,南北向,2013,225.0,25108,3,1,21,万家湾,培风村10组成飞大道383号,25108.804820890524
4512,金沙鹭岛一期,89.61,低,东南向,2010,228.0,25443,2,1,27,内金沙,金沙鹭岛一期金沙遗址路55号,25443.588885169065
455,现代城,89.61,高,东南向,2014,161.9,18067,2,1,31,浣花小区,锦里西路119号,18067.180002231897
182,中铁西城,89.61,低,东北向,2012,252.0,28121,3,1,18,万家湾,光华大道一段398号,28121.86139939739
3066,中铁瑞景颐城,89.61,中,南北向,2013,225.0,25108,3,1,21,万家湾,培风村10组成飞大道383号,25108.804820890524
1858,金沙鹭岛一期,89.63,高,东南向,2010,212.0,23652,2,1,27,内金沙,金沙鹭岛一期金沙遗址路55号,23652.79482316189
1743,正成艺墅洋房,89.66,高,西向,2009,132.0,14722,2,1,7,万家湾,导航路910号,14722.284184697746
792,铸信境界,89.66,高,东向,2009,190.0,21191,3,1,27,贝森,贝森路323号,21191.166629489184
606,铸信境界,89.66,高,东向,2009,190.0,21191,3,1,27,贝森,贝森路323号,21191.166629489184
2315,中铁西城,89.67,低,南向,2014,232.0,25872,2,2,32,万家湾,光华大道一段398号,25872.64413962306
2929,中铁西城,89.67,低,南向,2014,232.0,25872,2,2,32,万家湾,光华大道一段398号,25872.64413962306
486,中铁西城,89.67,低,南向,2014,232.0,25872,2,2,32,万家湾,光华大道一段398号,25872.64413962306
393,中铁西城,89.67,中,东南向,2012,265.0,29552,3,2,18,万家湾,中铁西城光华大道一段398号,29552.804728448755
609,蓝光凯丽美域,89.67,中,东向,2010,253.0,28214,3,2,31,内金沙,蓝光凯丽美域金祥路55号,28214.564514330323
2070,中铁西城,89.67,中,东南向,2012,265.0,29552,3,2,18,万家湾,中铁西城光华大道一段398号,29552.804728448755
2521,中铁西城,89.67,低,南向,2014,232.0,25872,2,2,32,万家湾,光华大道一段398号,25872.64413962306
877,蓝光凯丽美域,89.67,中,东向,2010,253.0,28214,3,2,31,内金沙,蓝光凯丽美域金祥路55号,28214.564514330323
1651,祥域,89.71,高,东南向,2009,215.0,23966,3,1,26,内金沙,祥域金凤路1号(金沙车站附近),23966.113030877274
515,西府少城,89.71,低,东南向,2010,258.0,28759,3,2,33,天府广场,小南街109号,28759.335637052725
966,祥域,89.71,高,东南向,2009,215.0,23966,3,1,26,内金沙,祥域金凤路1号(金沙车站附近),23966.113030877274
1868,西府少城,89.71,低,东南向,2010,258.0,28759,3,2,33,天府广场,小南街109号,28759.335637052725
531,中房金沙海棠,89.72,中,南向,2015,175.0,19505,2,2,18,外金沙,蜀鑫东路88号,19505.127061970576
2182,中房金沙海棠,89.72,中,南向,2015,175.0,19505,2,2,18,外金沙,蜀鑫东路88号,19505.127061970576
2304,清溪雅筑,89.73,中,东南向,2014,147.0,16382,3,2,18,外光华,培风路271号,16382.480775660313
4260,中铁西城,89.74,低,南向,2014,188.0,20949,3,1,18,万家湾,光华大道一段398号,20949.409404947626
3953,中铁西城,89.74,低,南向,2014,188.0,20949,3,1,18,万家湾,光华大道一段398号,20949.409404947626
1552,金地金沙府邸,89.76,高,东南向,2020,235.0,26180,2,1,18,内金沙,金地金沙府邸,26180.926916221033
1341,金地金沙府邸,89.76,高,东南向,2020,235.0,26180,2,1,18,内金沙,金地金沙府邸,26180.926916221033
796,同善桥横街8号社区,89.79,中,南向,2015,130.0,14478,3,2,7,府南新区,同善桥横街8号,14478.226974050562
3591,元益花园,89.7,高,南北向,2014,115.0,12820,3,2,21,外光华,光华大道一段866号,12820.512820512819
2192,元益花园,89.7,中,南向,2012,155.0,17279,3,1,21,外光华,光华大道一段866号,17279.821627647714
3325,印象金沙,89.7,高,南向,2006,190.0,21181,2,1,11,内金沙,印象金沙金阳路390号,21181.716833890743
786,凯德风尚,89.7,低,南向,2012,208.0,23188,2,2,19,万家湾,苏坡中路8号,23188.40579710145
3498,锦西民宅,89.81,高,东北向,2000,136.6,15209,3,2,7,府南新区,同盛路29号,15209.887540362988
2354,锦绣光华,89.84,低,东南向,2010,110.0,12243,2,1,18,外光华,中坝街29号,12243.989314336599
797,江郊公寓,89.85,中,东南向,2000,152.0,16917,3,2,8,杜甫草堂,2号,16917.08402893712
242,清波苑,89.86,高,南向,2000,159.0,17694,2,1,14,苏坡,清波苑金福北路101号(翠微清波旁),17694.190963721343
2101,清波苑,89.86,高,南向,2000,159.0,17694,2,1,14,苏坡,清波苑金福北路101号(翠微清波旁),17694.190963721343
3255,金沙鹭岛三期,89.8,中,南向,2012,200.0,22271,2,2,27,内金沙,金沙鹭岛三期蜀辉路201号,22271.714922049
2663,财经商住楼,89.93,高,南北向,2003,106.0,11786,2,2,6,府南新区,双清南路6号,11786.945401979316
1737,财经商住楼,89.93,高,南北向,2003,106.0,11786,2,2,6,府南新区,双清南路6号,11786.945401979316
1147,财经商住楼,89.93,高,南北向,2003,106.0,11786,2,2,6,府南新区,双清南路6号,11786.945401979316
1418,金沙兰亭,89.94,低,南北向,2007,200.0,22237,2,2,16,内金沙,金泽路1号(金沙遗址正门附近),22237.046920169003
1607,金沙兰亭,89.94,低,南北向,2007,200.0,22237,2,2,16,内金沙,金泽路1号(金沙遗址正门附近),22237.046920169003
516,金沙兰亭,89.94,低,南北向,2007,200.0,22237,2,2,16,内金沙,金泽路1号(金沙遗址正门附近),22237.046920169003
2386,保利贝森公馆,89.95,低,西向,2015,300.0,33351,2,1,27,贝森,青羊区贝森路36号,33351.86214563646
2677,锦绣光华,89.96,高,东向,2014,138.0,15340,2,1,20,外光华,中坝街29号,15340.151178301468
1944,清溪雅筑,89.96,低,东南向,2015,130.0,14450,3,2,18,外光华,培风路271号,14450.867052023123
1060,二十一世纪花园一期,89.96,中,南北向,2003,155.0,17229,2,2,8,贝森,苏坡东路27号,17229.879946642955
2607,清溪雅筑,89.96,低,东南向,2015,130.0,14450,3,2,18,外光华,培风路271号,14450.867052023123
1774,锦绣光华,89.96,高,东向,2014,138.0,15340,2,1,20,外光华,中坝街29号,15340.151178301468
924,清溪雅筑,89.96,低,东南向,2015,130.0,14450,3,2,18,外光华,培风路271号,14450.867052023123
3168,清溪雅筑,89.96,低,东南向,2015,130.0,14450,3,2,18,外光华,培风路271号,14450.867052023123
342,现代城,89.97,中,东南向,2004,180.0,20006,2,2,23,浣花小区,锦里西路119号,20006.668889629877
2954,现代城,89.97,中,东南向,2004,180.0,20006,2,2,23,浣花小区,锦里西路119号,20006.668889629877
2446,清水路苑,89.97,高,南向,2015,130.0,14449,2,2,18,苏坡,武青北路西货站路312号,14449.260864732689
1659,元益花园,89.97,中,南向,2014,156.0,17339,2,1,21,外光华,光华大道一段866号,17339.113037679224
3181,元益花园,89.97,中,南向,2014,156.0,17339,2,1,21,外光华,光华大道一段866号,17339.113037679224
2845,世纪金沙一期,89.98,中,东北向,2009,211.0,23449,2,2,18,内金沙,世纪金沙一期,23449.65547899533
2517,颐和京都,89.98,高,北向,2010,141.0,15670,2,1,21,外光华,培风路276号,15670.148921982664
1423,颐和京都,89.98,高,北向,2010,141.0,15670,2,1,21,外光华,培风路276号,15670.148921982664
2399,东原时光道,89.9,高,南向,2015,215.0,23915,3,1,22,外光华,光华大道一段(大公园对面),23915.461624026695
3619,世纪金沙二期,89.9,高,南向,2009,215.0,23915,3,2,24,内金沙,世纪金沙二期蜀辉路230号,23915.461624026695
3136,东原时光道,89.9,高,南向,2015,215.0,23915,3,1,22,外光华,光华大道一段(大公园对面),23915.461624026695
2274,保利金香槟,89.9,高,西南向,2011,185.0,20578,3,1,22,外金沙,保利金香槟蜀鑫路105号,20578.420467185762
475,保利金香槟,89.9,高,西南向,2011,185.0,20578,3,1,22,外金沙,保利金香槟蜀鑫路105号,20578.420467185762
1214,中大君悦金沙九期,89.0,低,南向,2017,219.0,24606,2,2,32,内金沙,中大君悦金沙九期,24606.74157303371
2610,保利香槟光华,89.0,高,北向,2014,240.0,26966,3,2,18,万家湾,光华东五路255号,26966.29213483146
2199,蓝光凯丽美域,89.0,高,东北向,2010,223.0,25056,3,2,31,内金沙,蓝光凯丽美域金祥路55号,25056.1797752809
484,元益花园,89.0,中,南向,2014,140.0,15730,2,1,21,外光华,光华大道一段866号,15730.337078651686
1766,清水路苑,89.0,高,北向,2012,129.5,14550,3,2,18,苏坡,武青北路西货站路312号,14550.561797752807
3296,金沙鹭岛三期,89.0,中,南北向,2000,227.0,25505,2,2,27,内金沙,金沙鹭岛三期蜀辉路201号,25505.617977528087
236,清溪雅筑,89.0,低,南向,2012,138.0,15505,3,1,18,外光华,培风路271号,15505.61797752809
212,清江之春,89.0,低,东南向,2015,125.0,14044,2,2,18,外金沙,金辉路51号,14044.94382022472
392,锦绣光华,89.0,低,南向,2010,129.0,14494,2,2,18,外光华,中坝街29号,14494.38202247191
372,蓝光凯丽美域,89.0,高,东北向,2010,223.0,25056,3,2,31,内金沙,蓝光凯丽美域金祥路55号,25056.1797752809
4018,公元西,89.0,高,南向,2012,230.0,25842,3,2,33,内金沙,金沙遗址路68号,25842.696629213486
21,印象金沙,89.0,高,东南向,2006,150.0,16853,2,2,11,内金沙,印象金沙金阳路390号,16853.932584269663
4723,中大君悦金沙五期,89.0,高,东南向,2012,220.0,24719,3,1,26,内金沙,中大君悦金沙五期蜀辉路8号,24719.101123595505
1581,印象金沙,89.0,高,东南向,2006,150.0,16853,2,2,11,内金沙,印象金沙金阳路390号,16853.932584269663
2034,西子香荷,89.0,低,西南向,2010,288.0,32359,3,2,33,内光华,西子香荷琼楼路99号,32359.55056179775
1497,中大君悦金沙一期,89.0,中,南北向,2011,193.0,21685,2,2,24,内金沙,蜀辉路19号,21685.393258426968
4483,凯乐碧园,89.0,低,东南向,2002,152.0,17078,2,2,7,府南新区,双顺路8号(成西医院附近),17078.65168539326
149,鸿生花园,89.0,低,东南向,2011,190.0,21348,2,1,14,府南新区,同德街9号(成都市青少年宫对面),21348.314606741573
1785,东原时光道,89.0,高,东南向,2015,186.5,20955,3,1,21,外光华,光华大道一段(大公园对面),20955.05617977528
4141,蓝光凯丽美域,89.0,中,南北向,2017,225.0,25280,3,2,17,内金沙,金祥路55号,25280.898876404495
4147,清水路苑,89.0,低,南向,2012,108.0,12134,2,2,18,苏坡,武青北路西货站路312号,12134.831460674159
3540,公元西,89.0,高,南向,2012,230.0,25842,3,2,33,内金沙,金沙遗址路68号,25842.696629213486
4730,世纪金沙一期,89.0,中,南向,2009,185.0,20786,2,2,24,内金沙,蜀辉路235号(城西青羊大道金沙遗址旁),20786.516853932582
1331,凯德风尚,89.0,低,东南向,2012,200.0,22471,2,2,19,万家湾,苏坡中路8号,22471.910112359554
2690,东原时光道,89.0,高,东南向,2015,186.5,20955,3,1,21,外光华,光华大道一段(大公园对面),20955.05617977528
705,保利香槟光华,89.0,高,北向,2014,240.0,26966,3,2,18,万家湾,光华东五路255号,26966.29213483146
3627,公元西,89.0,低,东南向,2012,210.0,23595,3,1,18,内金沙,公元西金沙遗址路68号,23595.505617977527
1903,清水路苑,89.0,高,北向,2012,129.5,14550,3,2,18,苏坡,武青北路西货站路312号,14550.561797752807
4574,凯乐碧园,89.0,低,东南向,2002,152.0,17078,2,2,7,府南新区,双顺路8号(成西医院附近),17078.65168539326
4532,蓝光凯丽美域,89.0,中,南北向,2017,225.0,25280,3,2,17,内金沙,金祥路55号,25280.898876404495
3105,印象金沙,89.0,高,东南向,2006,150.0,16853,2,2,11,内金沙,印象金沙金阳路390号,16853.932584269663
2268,金沙鹭岛一期,89.0,低,东南向,2010,215.0,24157,2,1,27,内金沙,金沙鹭岛一期金沙遗址路55号,24157.303370786514
266,元益花园,89.0,中,南向,2014,140.0,15730,2,1,21,外光华,光华大道一段866号,15730.337078651686
3756,凯乐碧园,89.0,低,东南向,2002,152.0,17078,2,2,7,府南新区,双顺路8号(成西医院附近),17078.65168539326
1036,东原时光道,89.0,高,东南向,2015,186.5,20955,3,1,21,外光华,光华大道一段(大公园对面),20955.05617977528
2564,元益花园,89.0,中,南向,2014,140.0,15730,2,1,21,外光华,光华大道一段866号,15730.337078651686
4622,公元西,89.0,低,东南向,2012,210.0,23595,3,1,18,内金沙,公元西金沙遗址路68号,23595.505617977527
2328,印象金沙,89.0,高,东南向,2006,150.0,16853,2,2,11,内金沙,印象金沙金阳路390号,16853.932584269663
583,清水路苑,89.0,中,北向,2012,134.0,15056,3,2,18,苏坡,武青北路西货站路312号,15056.179775280898
2552,清水路苑,89.0,中,北向,2012,134.0,15056,3,2,18,苏坡,武青北路西货站路312号,15056.179775280898
2298,东原时光道,89.0,高,东南向,2015,186.5,20955,3,1,21,外光华,光华大道一段(大公园对面),20955.05617977528
40,凯德风尚,89.0,低,东南向,2012,200.0,22471,2,2,19,万家湾,苏坡中路8号,22471.910112359554
3418,中铁西城,89.0,低,南向,2014,270.0,30337,3,2,18,万家湾,光华大道一段398号,30337.07865168539
2742,金沙西园四期,89.0,高,西北向,2009,216.0,24269,2,2,26,内金沙,金沙西园四期金鹏街109号,24269.662921348317
503,金沙西园四期,89.0,高,西北向,2009,216.0,24269,2,2,26,内金沙,金沙西园四期金鹏街109号,24269.662921348317
3838,蓝光凯丽美域,89.0,中,南北向,2017,225.0,25280,3,2,17,内金沙,金祥路55号,25280.898876404495
